user_id,avg_buy_days,first_buy_days,avg_pay_money,all_pay_money,shopping_goods,follow_stores,avg_buy_goods,Installment_money
16297923,116,814,9551,67022,137,1,3,1344
22978324,145,1325,9678,88436,143,27,2,1025
80130200,61,528,3303,28590,342,51,6,1476
53913617,85,834,83,814,325,67,6,1333
16110125,123,635,8127,41956,38,54,6,1824
14705366,104,374,9157,32929,43,92,3,967
57186522,120,826,9487,65302,76,96,6,1709
24056613,108,734,9986,67867,35,52,6,1714
17633173,155,1207,735,5724,132,95,6,1339
29273971,34,209,3686,22659,147,89,6,1842
60274871,80,249,4376,13621,66,42,4,1672
68045639,110,1042,7736,73281,190,30,6,1544
79537507,122,781,8699,55688,198,46,5,2795
31646386,64,350,1481,8099,145,52,1,2154
56684503,93,768,9158,75627,117,71,1,1786
2530963,129,967,2042,15308,321,15,6,1777
74571238,160,992,7560,46871,34,18,5,1842
51659922,51,497,4388,42762,51,99,6,1839
41379589,127,840,6074,40175,45,94,5,1735
58850188,124,490,3718,14692,230,16,3,1059
70956452,159,880,9279,51356,11,83,2,945
26396948,48,344,4393,31483,208,35,5,1194
28621369,102,595,6156,35910,71,96,4,1727
33066256,123,653,1423,7555,17,23,2,1227
84447742,52,444,4055,34624,305,3,6,1738
30890828,155,1101,8972,63731,25,11,4,1823
38505146,165,1342,4731,38478,81,39,5,1968
94089802,60,268,8463,37802,171,37,6,2213
12884277,161,1536,7454,71113,324,30,5,1831
91149407,71,681,3740,35872,361,4,5,1921
65794686,72,651,9262,83743,180,68,1,1141
52137772,167,1497,4911,44023,24,1,4,1821
96122795,163,1364,3712,31063,117,40,4,1788
55484945,124,499,4065,16359,162,43,6,2540
93540504,112,283,913,2306,29,8,6,1003
59390373,79,762,7087,68358,7,65,5,1924
84761045,101,825,5744,46919,163,61,3,1415
68964503,134,762,9568,54409,168,69,2,2784
49831568,129,635,8207,40398,136,92,5,546
52357914,60,592,2856,28180,223,66,5,672
11079771,36,164,4114,18742,128,14,2,885
68832084,86,529,2029,12480,272,5,5,1526
15704085,144,633,1064,4678,358,3,1,933
63085301,177,386,6662,14528,312,41,3,1152
41649275,127,305,781,1875,193,2,4,1437
105604660,168,776,1456,6725,113,43,6,821
2317355,160,588,3312,12172,7,28,2,1136
44605482,94,716,4357,33187,306,30,5,1518
40257491,148,1133,382,2925,32,50,1,1391
31895794,177,957,3515,19005,50,88,1,1411
88610671,151,595,3072,12104,341,48,3,1667
99576247,93,496,4390,23413,181,59,6,2862
41538258,73,627,8504,73041,21,95,3,1202
30014425,138,1364,7393,73073,311,56,3,2953
1955984,144,714,7291,36152,282,81,5,2490
59952578,80,609,1027,7818,136,97,5,1393
93798380,92,864,8741,82090,42,38,6,1589
34068916,26,99,3037,11564,277,79,6,1682
1174159,96,308,8750,28073,326,65,3,2575
100950627,90,180,5339,10679,281,4,3,883
71417296,64,461,5248,37802,123,35,6,2266
101265501,150,467,6676,20784,106,52,6,2811
27360688,101,624,6350,39231,297,74,6,2537
61109768,123,290,7803,18398,359,4,3,1002
30946598,158,1340,3211,27232,355,5,6,1672
55782172,60,505,6813,57343,39,79,4,1691
108031042,148,375,8489,21510,353,90,5,1196
42884326,157,972,3986,24677,79,29,1,1116
48975073,90,656,9151,66701,217,11,1,817
91168763,25,139,4765,26494,297,72,3,2651
24247663,157,369,8236,19357,32,54,3,1146
61958981,68,579,4799,40863,46,55,5,1920
32761289,73,567,829,6439,115,67,5,1359
73223808,43,123,4933,14110,268,74,4,602
28099422,52,478,2290,21051,146,90,4,2032
21249783,107,935,2855,24947,365,85,2,1163
92763831,159,658,574,2376,107,38,6,1421
41179320,44,222,4824,24340,104,64,4,2006
110556329,70,501,2197,15725,369,27,1,1047
82455456,77,733,4257,40525,43,72,1,1154
62931860,59,516,5895,51556,287,79,6,1667
53938496,132,1211,1302,11945,103,45,1,1464
21322415,81,381,8601,40456,30,69,1,850
5201651,61,420,6200,42689,325,46,4,2470
101349577,37,224,6339,38377,281,27,5,1805
41054946,61,523,7892,67665,329,40,4,740
104519065,114,477,3214,13449,216,33,6,1259
73162495,140,670,2008,9610,279,12,1,844
50643730,48,460,2349,22511,329,35,6,1630
46493646,162,368,1787,4060,44,50,3,845
90883633,160,1127,1203,8473,164,76,3,2718
102594954,32,299,6894,64415,99,37,2,1135
90619854,112,449,7449,29863,306,93,4,968
86927539,111,524,3956,18676,342,99,3,877
58892738,69,284,9921,40835,94,29,5,1645
67727551,59,507,7280,62559,132,68,2,2913
66151225,60,171,6467,18430,70,4,3,1029
107478777,53,319,2675,16101,57,31,1,870
93351535,56,546,6252,60957,373,11,2,983
7825590,70,579,3024,25013,271,57,6,593
76069757,174,774,8189,36427,82,10,5,1993
39340776,56,453,3627,29339,195,55,2,1633
100062755,150,883,9594,56477,286,37,5,1667
58118983,120,260,6321,13696,301,68,3,2739
4721603,50,172,5937,20423,309,81,1,2586
9815953,38,157,958,3959,138,67,3,1306
8851044,132,859,8902,57931,324,79,5,1262
13998719,118,247,9423,19724,85,65,1,1032
85185560,76,516,7503,50942,18,85,4,1630
95746972,122,558,1326,6064,328,40,2,2357
54546105,175,737,6615,27858,183,79,5,2854
57697515,155,808,609,3174,82,17,3,1188
53286443,78,186,4177,9960,110,49,5,1899
27203130,58,336,7380,42753,88,86,3,1001
46793950,77,653,8543,72450,212,47,6,967
109424557,74,494,6679,44586,186,10,6,1612
103992384,120,427,4544,16169,62,69,5,1971
103019411,89,449,8172,41228,55,68,4,1815
42399494,123,1164,8290,78451,262,69,6,1489
33407414,133,965,2305,16724,215,24,6,1788
76022410,36,292,5120,41528,315,28,5,1821
39733090,110,227,6775,13982,352,25,4,1980
57182169,29,74,7651,19524,341,62,4,1636
11054167,83,218,2238,5879,89,28,1,1335
91490743,85,692,9541,77674,285,70,6,2214
97439871,46,436,3149,29847,64,13,3,995
55152802,173,1675,3952,38264,345,66,4,704
55415072,160,405,1097,2777,284,78,2,2107
87850195,144,990,4603,31646,310,2,5,1992
89616538,122,842,7242,49982,126,59,6,1505
73978698,67,656,1783,17457,2,54,5,828
23633479,165,1505,606,5527,247,8,5,821
90524540,145,1174,8985,72747,134,21,3,1079
97248292,61,164,6625,17812,8,82,6,1815
30257094,169,1118,2004,13258,156,63,4,996
90624675,145,657,2560,11600,360,30,5,1711
20310482,100,860,2569,22094,166,35,3,2823
12248609,158,1309,5151,42676,367,38,3,1868
14929205,104,600,572,3299,73,48,4,818
44745956,92,773,9866,82895,281,23,4,1771
20069025,145,1392,2100,20159,107,10,2,1062
4837157,54,530,8516,83583,14,78,6,1719
49272085,31,135,8198,35701,80,54,2,820
49679522,36,297,5222,43082,106,56,3,2266
110341682,60,508,7129,60359,313,63,4,2441
52244317,127,582,3841,17603,30,65,2,1467
47607776,164,1609,5447,53441,44,85,4,1661
74680729,165,1362,8563,70683,15,59,6,1683
70846274,74,682,4517,41629,282,51,6,1462
50233415,36,115,1389,4438,78,67,1,803
56915002,95,805,2248,19049,233,41,3,2426
76916989,79,758,6047,58021,363,45,6,2007
67882313,58,361,531,3305,67,60,4,1324
80215828,90,263,5766,16849,323,27,4,1519
102864878,93,684,2363,17380,21,12,4,1562
49859463,129,914,1246,8829,164,95,6,1560
28111396,142,832,1369,8022,106,28,2,1117
99209423,47,296,5055,31836,28,51,1,966
78760015,154,856,8015,44551,149,25,6,1582
34622010,94,534,7066,40140,95,13,3,1197
94271514,87,187,4852,10429,107,16,3,802
96607999,32,141,4703,20722,365,64,1,2865
72807772,95,361,1340,5093,325,80,2,1044
61945632,133,879,3794,25074,152,66,3,1194
79283666,165,1563,7389,69994,206,9,1,1255
62144416,78,336,3108,13389,22,12,4,1744
9259934,55,212,2345,9038,216,99,5,1553
17986674,170,793,2946,13743,394,19,6,1979
14918172,123,691,3702,20798,191,72,5,2185
68981064,22,91,3174,13128,6,24,5,2399
97211614,83,496,1319,7882,300,8,4,1068
78889365,87,416,463,2213,367,74,3,1454
91219103,76,543,5121,36588,333,53,4,2669
96949423,116,397,2239,7663,286,57,6,1416
37356270,55,388,2799,19746,220,59,4,603
35526338,64,564,1760,15510,315,61,4,2472
102241589,87,691,4389,34860,70,25,3,941
31305520,121,644,8305,44202,194,72,4,2493
53375133,137,332,1176,2850,113,48,3,1436
38443688,142,1314,9751,90231,106,16,4,1985
5329274,75,324,8634,37299,112,51,3,1362
36110631,36,220,5001,30562,30,80,2,834
9094018,35,199,4581,26047,375,85,4,1696
79171440,133,289,1092,2373,285,1,5,1480
14314730,153,1261,4800,39560,133,15,6,1868
86236958,130,347,6845,18270,50,72,6,1985
99115860,150,1090,6871,49929,381,27,3,1263
27861003,106,909,7671,65782,384,40,6,1113
18989605,82,793,7840,75819,344,60,1,1240
5026869,139,954,8394,57610,70,29,2,1078
80938959,169,663,5347,20977,22,60,3,1361
78040225,54,521,8583,82811,108,5,4,1751
1598268,123,826,371,2492,248,81,5,898
77208418,140,313,3605,8060,304,3,4,1568
18202870,121,594,7041,34565,349,54,4,1253
24989056,165,1611,9050,88361,219,29,3,1119
104834345,81,363,7977,35748,247,9,1,1302
24883765,180,587,8567,27938,237,25,3,959
107347709,173,446,4447,11464,345,92,4,2641
14219705,107,498,4219,19636,154,66,6,1907
38671785,165,1219,2048,15130,260,46,1,1361
97149785,164,1285,7300,57198,95,90,5,1806
13832094,57,427,7463,55907,253,3,3,1031
65255885,70,325,5402,25080,16,60,3,844
1676019,29,267,4179,38476,63,33,3,2766
2129881,117,280,109,261,227,22,4,1457
105630117,83,761,3863,35419,179,98,2,1183
11836753,116,262,1011,2283,249,35,4,2938
38091442,22,148,1780,11975,112,35,2,2800
37644808,47,372,2909,23025,196,4,4,1728
91969041,34,243,2333,16675,33,43,4,1899
49710874,31,123,9148,36297,45,89,3,1451
37704081,164,1214,1392,10305,384,98,3,1724
44646991,96,821,4215,36047,224,13,3,964
106971048,85,705,1340,11115,153,12,1,1339
93605522,21,183,6960,60652,65,53,2,1919
111058297,55,182,5055,16727,349,19,5,1812
5937215,120,994,5271,43661,340,26,4,1878
72501901,32,200,463,2893,298,25,3,1302
58726514,24,52,1772,3839,308,90,3,813
55338198,29,209,4623,33318,231,59,1,1348
2744191,126,1148,2250,20499,265,28,3,819
37253856,91,802,782,6891,89,74,4,988
29320083,160,681,9359,39834,346,17,3,1231
34006110,119,361,2802,8500,148,89,1,2513
73103244,97,531,1202,6580,18,67,4,915
18900013,43,418,5489,53359,14,61,3,1288
4035907,47,148,7834,24669,232,56,2,826
101708312,76,446,2380,13966,76,66,3,1107
45925228,135,444,2301,7567,222,31,3,1800
9102682,79,367,4271,19841,49,31,1,1208
104043897,168,647,2666,10268,60,30,6,1560
108240344,112,332,5310,15740,291,49,4,2944
41648298,150,1059,5638,39805,156,85,5,1248
83084063,150,1371,7494,68495,375,8,4,1662
51469857,122,755,7266,44966,314,50,6,700
97848749,32,124,6707,25990,217,95,5,527
32397630,23,209,6562,59628,216,83,4,1563
18420395,123,962,882,6899,4,55,4,1072
56058756,64,453,9809,69430,290,75,6,2478
12343914,169,976,7321,42279,10,77,4,1743
96889995,145,1084,529,3955,348,31,2,928
91166716,35,117,9204,30767,67,41,6,1972
12707227,55,162,3455,10176,10,34,5,1609
1573808,28,197,5359,37704,16,89,5,2682
11299917,68,511,4505,33854,210,2,2,1457
38410555,48,440,8018,73498,70,6,5,1784
19230367,28,173,218,1346,236,62,3,1318
10326124,86,555,7702,49704,211,3,2,1082
77158347,74,193,399,1040,116,24,5,1487
94153926,148,584,5903,23293,231,90,5,1509
29209412,66,561,1719,14611,388,63,6,916
102208911,50,374,2863,21415,175,1,2,1176
71255229,171,469,5496,15074,239,60,6,1791
62778430,164,370,7971,17984,21,8,6,1515
48887215,31,106,4241,14502,109,71,4,1413
8629872,26,70,2910,7835,18,48,3,1415
44837223,142,356,8031,20135,310,13,4,1764
87728771,174,547,2039,6410,145,16,6,1814
20906131,24,130,4497,24359,9,90,2,1718
33691814,50,449,1417,12725,9,66,3,1062
79546229,44,204,72,334,144,76,6,1453
67506714,36,225,2516,15726,58,2,5,1961
74565531,147,947,9679,62353,397,61,2,2341
19413079,163,349,8381,17945,18,2,6,1864
54194830,50,305,7294,44493,105,86,2,2848
102807823,106,589,7819,43447,150,51,2,609
3317650,34,289,1488,12647,344,1,5,913
56243094,86,424,6897,34003,308,65,5,2578
89304410,58,361,5352,33311,366,42,5,1531
85215709,85,437,5422,27875,378,3,4,1849
96030958,160,505,4097,12931,378,47,3,1310
103844206,126,431,548,1875,87,38,1,1028
99868871,45,202,3989,17906,69,12,5,1676
92358310,76,730,3526,33869,44,57,4,1688
103223356,70,460,2115,13898,356,43,3,2720
15788481,179,1354,7548,57094,125,66,3,997
2466047,61,392,8915,57289,318,38,5,1985
90116936,87,652,1606,12035,360,18,5,1432
43761714,26,195,1680,12599,391,46,6,2332
90484385,68,216,6906,21936,24,93,4,1545
100320642,71,427,2943,17699,189,90,4,683
72099044,154,752,2624,12813,322,96,2,883
90641345,150,1402,6261,58520,323,74,5,1311
28498135,127,1007,2838,22503,329,40,2,2345
9660948,109,371,5241,17838,286,43,6,2913
50259846,49,277,8186,46276,352,70,6,1352
53009623,158,417,6817,17992,72,41,4,1545
59224218,134,472,5118,18027,268,44,3,1720
50192590,56,416,5911,43910,304,88,5,617
56183290,122,1194,6696,65533,309,59,2,2097
51917375,151,1360,184,1657,14,15,6,1309
11365574,50,328,7595,49824,358,20,1,931
82500835,80,735,3473,31908,268,15,1,1453
60941027,148,509,6972,23978,380,72,4,1831
95933234,33,80,6466,15676,196,75,4,2998
43429624,118,1112,3666,34548,49,3,1,1380
24506687,41,196,4771,22808,184,55,4,991
94145980,70,510,7708,56159,225,26,5,1552
65788183,150,467,3463,10782,351,66,2,1548
22890708,92,210,5668,12938,15,65,1,1207
17652055,115,1044,5603,50866,94,76,4,1699
34995715,87,856,8116,79854,345,63,5,1932
7198724,57,477,1491,12478,270,60,5,2639
24111045,43,269,7466,46705,157,59,1,2049
63482034,98,892,879,8001,15,81,3,1075
57307788,38,327,7794,67070,368,36,5,940
95506652,144,729,9975,50498,8,15,3,1287
14839949,89,404,9518,43205,238,5,5,1936
71437847,71,614,3799,32854,102,7,4,1749
9224107,143,1358,3097,29410,350,56,1,2174
19917545,39,327,5816,48764,256,83,2,636
81627585,85,635,3515,26259,239,41,3,2362
70450027,48,137,2562,7312,162,70,4,2719
83514754,171,551,922,2970,55,57,3,1408
67615043,45,285,7637,48367,302,81,1,2315
83337369,152,394,4326,11213,161,21,1,996
79686114,23,105,4641,21187,51,70,6,1020
68563606,59,269,3012,13732,141,96,6,1939
67350613,176,361,2526,5181,68,99,3,897
41634591,126,854,447,3029,243,17,6,1244
44789426,27,257,937,8919,369,85,6,1196
55897072,55,221,7508,30169,190,39,3,2956
16431162,140,446,5614,17884,369,64,6,2880
73140940,172,415,9626,23225,20,83,6,1541
62723370,108,452,2306,9651,160,5,3,888
14766927,106,756,8838,63033,83,2,5,1856
40434120,117,347,4583,13593,226,49,4,1732
102046845,131,754,8130,46795,241,100,3,790
65134242,96,282,5264,15463,153,17,5,1609
110156495,102,561,8560,47080,57,70,1,1474
31693478,146,610,4579,19131,102,74,6,1378
68471289,41,307,6731,50400,141,10,5,1791
51878496,24,150,4294,26838,211,21,4,2051
93821332,26,158,5102,31004,45,51,2,1492
55114580,95,459,5466,26410,128,63,4,976
71442906,165,1210,2735,20056,206,37,2,2536
19061281,65,379,5841,34057,109,90,5,1271
48160809,117,322,8659,23831,390,38,6,1597
2129213,66,649,8343,82039,233,40,4,510
7870927,115,1070,6058,56366,251,59,6,2804
70594475,134,785,131,767,374,7,4,995
86124515,39,369,1126,10654,166,88,4,1330
59363444,171,791,8794,40678,382,38,2,2597
61235472,150,1175,8473,66372,376,86,4,1069
8594497,158,1474,4819,44956,350,28,5,1848
6917960,38,92,9836,23814,270,22,4,1598
102056263,121,840,7801,54155,321,71,6,1920
4214350,124,964,4932,38342,9,76,1,1298
13127529,131,424,2744,8881,90,24,6,1992
108660187,40,260,382,2482,289,37,3,1024
103427823,168,1386,4959,40911,195,41,4,2079
56059860,38,186,614,3006,179,56,5,1308
50092390,24,111,9162,42374,394,98,2,2313
86084413,31,297,2235,21412,34,47,6,1518
31475947,123,497,4771,19277,309,23,4,1888
57291038,60,537,5839,52259,354,75,2,2848
66770274,132,1130,9975,85393,207,47,3,1810
70353840,91,197,2755,5965,328,11,1,973
16551886,23,214,6973,64879,231,52,1,2625
66826802,39,226,2178,12621,181,34,2,2570
27872168,63,191,1147,3478,330,45,4,2995
45466194,84,540,6346,40796,236,54,4,1998
3194710,67,532,2526,20058,352,10,5,1559
8960324,42,255,2986,18130,365,89,2,1370
26919782,105,388,4537,16765,165,46,6,1546
65128818,93,506,8084,43984,394,39,3,2208
51031394,59,482,5204,42514,304,72,3,1048
54384395,90,507,4676,26342,23,77,4,1681
110384627,87,572,7999,52592,373,14,2,865
30009572,71,608,7173,61426,287,43,1,801
83290585,119,571,6320,30325,174,15,5,1641
48557921,64,634,6858,67938,277,68,2,1040
31558896,36,128,8250,29334,128,13,5,1795
59861686,81,638,1209,9522,158,46,5,1693
43238007,42,288,2043,14009,191,9,3,1482
57149689,175,992,6748,38251,373,33,6,1695
26471287,106,821,4736,36682,158,19,1,1282
13694823,48,451,3911,36747,197,66,3,817
5933847,118,979,2132,17688,338,12,5,1815
56178779,66,253,3379,12952,33,63,5,1599
14200740,168,591,2903,10213,9,25,5,1647
107185986,32,209,3109,20306,212,72,1,2455
74166411,21,111,3648,19282,79,74,5,1918
107092967,112,972,661,5736,51,94,1,1344
86292909,58,146,8996,22646,204,52,4,2337
63841237,90,797,2001,17719,351,19,1,924
65982255,141,1033,1191,8726,113,96,6,2659
30388010,22,112,6425,32709,377,10,5,2470
89229386,82,351,6601,28255,317,3,2,1103
73208831,48,410,1977,16887,211,37,4,865
73438080,165,349,6831,14448,123,54,5,998
20831197,64,251,6629,25998,155,5,2,842
26695723,167,702,128,538,335,55,5,947
66647221,133,327,4353,10703,128,9,1,1355
100629357,159,1377,4722,40894,386,90,4,1890
75200738,159,781,6470,31780,26,15,4,1914
5266351,116,528,5589,25439,372,60,6,902
36187538,55,190,3392,11717,296,59,1,998
18749723,95,439,1017,4699,388,29,1,1289
95898086,151,562,7421,27620,356,98,1,2671
89612633,105,834,9677,76864,85,97,6,1803
32139972,94,447,9543,45380,316,62,6,565
26065880,147,583,9157,36317,32,67,6,1677
58011888,113,472,5829,24347,38,23,2,1232
53541612,100,346,5452,18864,295,13,4,1798
38784130,91,311,5530,18900,121,73,3,1731
10872403,174,1037,7576,45151,394,44,2,534
87492469,165,1407,9953,84872,395,20,5,1839
19991881,101,446,6193,27347,219,66,3,1327
1145546,24,219,3304,30148,132,66,1,1110
1674736,75,416,54,299,140,80,5,876
92385768,168,1214,3163,22857,32,28,3,1091
67816551,126,1045,6675,55361,302,21,4,1982
27504120,53,395,3059,22798,243,93,5,2269
44968153,177,402,8304,18860,236,14,2,1000
26322484,120,442,6008,22130,9,93,2,1415
63067215,146,535,8587,31466,214,73,3,1546
96638238,178,715,7769,31207,85,91,2,1096
109078376,21,53,2585,6524,340,2,1,1279
89224815,86,293,8313,28323,7,49,3,833
43716739,81,247,7187,21916,60,77,2,983
95037104,113,283,2888,7232,43,59,5,1823
16759331,156,1068,5568,38119,178,5,2,1040
54466441,25,216,1500,12960,111,68,1,2067
6864653,66,657,2458,24468,240,60,5,2688
27507104,136,955,1164,8173,127,89,1,890
53314323,81,551,83,564,115,43,1,1275
54494625,37,77,7327,15249,282,14,6,1590
37165457,114,1112,9981,97358,336,29,4,1994
110706304,97,822,5923,50193,76,26,2,1319
97476059,22,106,6295,30330,162,60,5,1853
85815988,106,524,5527,27323,48,73,2,1021
6761567,20,172,3299,28372,316,60,6,2476
99790354,48,279,1164,6765,294,50,4,1954
21318726,56,416,5188,38539,292,55,4,2146
105489396,74,498,4211,28338,300,39,3,553
77143537,57,479,4607,38715,250,40,3,2701
89827968,130,268,8691,17916,225,93,1,873
66147688,96,939,2130,20834,217,79,5,2482
62359006,91,603,9189,60890,344,67,3,1054
76047665,58,405,726,5070,169,94,4,1336
64811007,123,311,1970,4982,173,89,6,2676
82317397,152,637,574,2406,35,18,4,849
109774395,63,372,2406,14206,389,58,4,2127
107385373,172,400,3289,7649,178,34,4,890
95745926,121,1157,2473,23646,347,13,2,1234
71213585,84,207,6385,15734,244,90,6,2380
40111415,131,438,7595,25393,36,16,5,1793
73022391,63,306,5601,27205,219,38,1,955
69534134,105,759,2480,17927,135,67,4,2610
62201295,61,258,9047,38264,54,53,4,1613
1462361,158,994,678,4266,399,3,4,1329
27590790,151,663,2794,12267,103,19,4,1804
77766243,20,106,7999,42394,234,43,4,2094
78343304,110,363,6866,22658,342,23,4,1612
22526617,157,1405,4492,40200,395,65,2,1503
98232826,61,309,6984,35377,47,88,2,1341
10715105,23,96,4848,20235,31,87,4,2564
36601677,32,309,645,6228,294,90,5,1494
43178724,121,1008,6778,56465,55,96,5,1663
97242252,52,311,3084,18445,298,93,3,1414
62678805,66,625,3392,32122,122,73,3,792
79468896,40,89,1685,3750,170,99,1,2029
63258150,123,574,1351,6305,313,47,2,1905
26826320,110,726,4563,30115,168,62,4,1588
9047815,109,634,8851,51482,204,32,4,1808
86404218,134,531,818,3241,207,54,4,1113
8818572,22,80,4647,16898,4,88,4,2294
58622087,178,749,310,1305,205,75,5,1209
17784852,28,104,1980,7354,284,54,3,2009
41356753,78,214,2548,6990,138,11,4,1809
73285738,30,221,5151,37946,350,72,4,1945
100028496,163,676,4923,20416,39,61,6,1989
41966366,167,358,8021,17195,152,16,2,1488
73047596,120,367,8684,26558,393,95,4,923
107877107,180,1071,5124,30487,154,19,1,801
46957544,89,204,321,736,277,46,1,1202
54042385,164,442,4114,11088,327,64,6,1772
48180951,44,177,3909,15724,288,5,1,1455
64666734,136,494,8646,31406,105,49,4,820
63850886,103,660,4553,29174,317,3,4,1963
25314261,111,826,1155,8595,354,30,1,862
50370008,79,252,2794,8912,326,39,6,975
60254259,72,438,2002,12179,224,92,2,1059
10449858,112,1100,7240,71108,85,17,5,1673
57292620,178,1033,3332,19337,138,11,2,1248
51341574,121,474,5469,21424,366,29,5,1657
16933084,56,257,9903,45447,98,77,4,1813
48879155,50,115,2872,6606,139,56,4,1657
97242896,147,1279,261,2271,174,66,6,949
16463318,177,1326,3115,23336,76,18,4,2000
6063164,110,1067,8885,86185,168,55,3,2578
101337194,78,366,5987,28093,213,23,1,962
87517934,45,416,9578,88544,264,84,6,1324
27362820,112,656,1622,9501,243,35,5,1262
85815336,174,696,9372,37489,182,63,4,1501
97858787,44,279,2942,18654,93,24,6,1909
12881472,153,544,7452,26495,87,13,6,1920
92940236,131,715,2170,11843,144,63,6,1822
18418317,67,626,8063,75334,76,50,6,1731
21717469,108,295,8100,22124,118,6,4,1951
78975300,102,767,3576,26890,22,58,4,1697
56094468,154,1006,5438,35524,49,86,3,1298
99326426,73,151,5035,10415,113,14,2,990
44262519,178,678,8288,31569,252,33,6,701
37009692,55,481,8248,72133,181,40,6,1877
60274430,73,289,8722,34530,2,6,2,866
73586568,58,341,6585,38716,276,98,5,2196
53508315,122,370,577,1750,115,23,4,1064
91251008,93,756,6974,56692,192,12,6,1975
43151477,150,1119,8090,60351,338,71,5,2515
43206554,90,791,6633,58297,146,71,1,1128
99477699,177,717,2897,11736,234,44,6,1203
53051871,129,1108,4021,34536,256,15,1,1041
52272596,127,656,4145,21411,205,42,1,2251
87061058,49,106,7823,16923,230,97,5,1876
89550080,82,441,7928,42638,138,23,6,1950
45540826,26,165,4235,26876,166,41,1,2188
84511307,76,212,2192,6114,308,93,2,943
2089470,20,41,5294,10853,177,59,3,1392
19811481,79,186,1083,2550,33,31,5,1491
90380497,154,1189,7144,55157,257,33,1,1971
61045732,36,122,79,268,221,52,1,1041
77186721,90,217,4184,10089,393,84,1,1743
55105573,38,210,8154,45061,141,47,6,2840
12160622,60,440,2108,15459,309,65,5,1277
86613772,56,122,4285,9336,68,94,6,1913
32977543,63,205,9182,29877,230,68,2,585
56390859,153,723,5415,25588,333,40,4,1645
76792789,51,364,4848,34602,104,10,5,1744
100763100,57,320,9209,51699,68,21,5,1746
44308389,176,1557,7633,67526,312,31,6,1838
102532445,33,273,9259,76597,79,37,6,1991
42021227,20,125,8436,52726,232,28,4,1046
57558322,131,1281,5308,51905,314,71,5,2630
80695075,175,1488,5548,47173,37,85,2,1465
35650988,42,115,1337,3661,191,20,3,883
10596920,33,272,475,3916,393,71,6,1422
12869928,61,137,3349,7521,241,5,4,1777
26878195,129,656,6393,32510,289,1,1,836
32531525,137,1007,1521,11179,355,7,3,1041
17913072,60,356,1865,11066,16,27,5,1489
53382788,48,192,3795,15180,287,88,1,2554
31564991,75,555,6669,49351,39,8,4,1849
79905621,121,399,1311,4323,308,45,3,1539
96777179,116,794,8280,56676,279,71,3,2502
30145279,49,201,3161,12966,319,20,3,1412
9215035,179,1058,7474,44176,114,52,2,2327
71035206,136,619,2854,12989,90,98,1,1443
89943843,29,251,9468,81948,193,26,4,2595
48575856,135,1019,369,2785,27,37,3,1345
93795378,150,1248,7635,63524,237,34,1,1016
67302111,57,516,9050,81926,243,56,4,691
13695632,30,91,6011,18233,320,48,4,2746
64584292,138,1127,6875,56146,158,17,4,1623
92739313,50,470,9755,91696,372,56,4,2000
107882102,93,657,5468,38628,290,58,3,1092
48344811,174,1298,7014,52323,338,93,1,505
41087117,149,1478,3932,39003,12,59,4,1522
57700185,160,430,4320,11611,334,16,6,1948
57852569,49,135,4614,12713,178,1,2,1307
89176149,58,365,9053,56972,113,4,6,1782
80313701,100,772,7167,55329,323,19,5,1524
61580305,138,577,4458,18640,76,80,1,1452
14983150,170,916,9858,53117,398,1,3,889
95259109,49,257,4966,26046,141,97,4,664
75032196,72,525,2258,16464,57,3,1,1388
52951662,80,315,9186,36170,200,98,6,1219
26722450,28,120,4857,20815,291,95,2,1330
73484359,99,827,1020,8520,230,61,3,2846
91249714,50,355,4255,30211,222,76,2,873
41307585,162,601,6621,24564,3,89,1,978
38813413,73,380,5224,27194,1,10,5,1719
68381984,78,156,8016,16033,43,48,4,1614
30604209,55,412,8147,61029,191,13,3,1342
81649139,117,305,3586,9349,295,44,1,805
2455046,89,557,2911,18219,44,8,2,1202
6640688,133,810,3965,24147,357,77,4,1153
25414149,146,1244,2880,24539,70,75,6,1834
102569782,153,531,6726,23343,46,99,1,1004
33593192,55,527,9338,89476,6,73,5,1567
72030719,146,1457,1187,11845,146,95,2,2329
40545303,39,216,1843,10207,14,85,5,1474
37484349,91,468,3278,16858,360,14,1,1006
98483138,157,1000,1017,6478,348,39,5,1649
97167095,63,345,7682,42068,124,11,5,1696
82986742,180,1060,2031,11960,46,51,3,1463
69732883,163,1395,1519,13001,209,98,2,613
108804060,124,976,88,693,291,10,2,1307
8953530,152,420,6198,17127,302,73,2,886
35317037,40,220,5524,30382,377,67,1,2206
19778272,79,758,712,6831,181,57,6,1179
83118076,30,71,2112,4999,82,42,5,1505
28703506,176,1594,431,3903,228,17,3,1262
74493585,39,139,6953,24781,34,62,1,933
37713163,86,552,242,1554,54,24,6,1269
32968409,78,285,7321,26750,133,13,5,1647
66850918,79,704,3233,28811,140,39,5,2982
25945776,30,129,8782,37763,45,93,4,2099
107672857,40,306,2769,21182,310,88,6,843
104736797,139,987,3368,23916,329,27,4,1805
50977840,108,283,8957,23470,19,2,6,1877
73241640,90,271,5287,15919,3,24,4,1696
37315135,91,246,1879,5079,232,49,1,1794
107157420,165,759,2754,12669,372,75,3,1200
24878911,116,492,464,1969,190,72,5,858
37980676,179,1148,7367,47247,101,61,4,1603
7402375,153,1260,8227,67751,148,17,6,1569
